user_name,sentiment_gold,sentiment_pred,entities_gold,entities_pred,tweet_id,user_id,created_at,gold_int,pred_int,text
stevendamron,0,0,[],[],1354741193859608577,7417202,2021-01-28,[],[],"------ --- ------- --- ---- -- -------- ------- -------- ---- ----. ---- ------- -- -------- -------- ---- -----, --- --- ------ ------------- ------ ------- ------- -- --------- -- --- ---- ----- -- ------- --- --- -----.
-----://-------.------.---/------------/----------/----------------------------------------------------------------.----"
DisneyDude3,1,1,[],[],1354067246067408898,1291846749288566784,2021-01-26,[],[],----------- -- ------ --- --- -- -------- --- ------- ---- ------ -- -- ---- -- -- --- -- ---------!!
13OnYourSide,0,0,[],[],1348609499825905666,18813972,2021-01-11,[],[],--- ------ ----- ------ --------- ------- ------- ---- --- ------ ------- ---- -- ----------- -- ------ ------- -------- ------- --. -----://---.--/-------
KirkChris,-1,-1,[],[],1344947380567863297,60853683,2021-01-01,[],[],".------------ --------------- ---- --- ----- ---- -- ---- ----? ------- --- ---- --- ------ ------- -- -- ------ ------- (--- ------- ----). --- ------ -- ----- ----- ------ -- ---. ---- ----- - ----------------- ----- --- -- --- ----- --- ---- --- --.
-----://---.-----------.---/-------/----/---/--/---------------------------------------------------------------"
Neil_HW_,1,0,"['pale', 'rubish', 'Arm is feeling bruised', 'queasy']","['queasy', 'bruised', 'rubish', 'pale']",1363766188208254977,1167069435485724673,2021-02-22,"[(44, 48, 'ADE'), (53, 59, 'ADE'), (62, 84, 'ADE'), (97, 103, 'ADE')]","[(97, 103, 'ADE'), (77, 84, 'ADE'), (53, 59, 'ADE'), (44, 48, 'ADE')]","-- ----- ----- -- -------, ------- -------- pale --- rubish.  Arm is feeling bruised --- ------- queasy.  ----- ----- ------👍.- ---- --- -- ----- -- --------------- --- - --- ------, -- - --- --- -- ------ ----! 😉

#------- 
#----------- 
#----- 
#----------- 
#------------ -----://-.--/----------"
JonathanDaRebel,-1,0,[],[],1366106254825967621,1344295447180025856,2021-02-28,[],[],"---------------- ""----- ---- ---- ----- ---- -- --- ---- ------- ---- --- -----""

            ------ ---..... --- ------ --  --- ------ ---- ------- ---- --- ---- --------"""
Cadders68,-1,-1,[],[],1359781128354283522,19618624,2021-02-11,[],[],------------ -- --- -- --- ---/-- ------ ---------- -----. --- --- ------- --- ---; --- --- -----; ---’- ---- ---- -------- ---- - ----- ---- ---- (---- ---). -- ------ ---- &--;--- ---- ---- ------ &---; --- ---- --------. ---- ----’- --- ---- -- ----- - ----- ---- ----- ------ --- -- ---- -- ----.
markpoloncarz,1,1,[],[],1360603687870169090,45490102,2021-02-13,[],[],--- ------ ------------ --. -------- -- -- --- -------- ------- ------ ---- ------ -- --------- ------- ---- ------------ --- ------- ---- ---- -------. ------------- --- ------- ---- ------- ----- ------ ---- ----- -- --- ------- -------. ----- --- -- --- --- ------- ----------! -----://-.--/----------
boocles42,0,-1,[],[],1357320842011680771,1471947782,2021-02-04,[],[],"#------- ""---------"" ----- -- ------ -- ------ ------- ---- #------ ---, ---- -----!

#-- #-- #-------- 
-----://---.--/-/------- --- -----------"
LeslieLKB,1,1,[],[],1362230242811801601,1511624532,2021-02-18,[],[],"-------- -- --- ------- --- ------ ----- --- ----- -- --- -------- -------! 🥂 🩹🏥

--- --- ---- -- --------- ----- (--- ---- -- -- ------). ---- --- -------, ------- ---- -- ---------, --! ----- ---- ---- ----------- ----- -- ---- -------, --- ---- --- -- &---; --- ------- ----. 🤗 -----://-.--/----------"
laxmina08495619,1,0,[],[],1365245148557320192,1344122172214669314,2021-02-26,[],[],---------------- ------------ ------------- -----’- ------- --------- -- ------- --- ---- -- --------- --- ------&---; ----- --------- ----- ----- ------- --- -- -------- --- ---- --------- ---- -- ----- -- --- ----! ---- - ----- ---- -- -------- -- --- --- ----------- - ----- -----’- ------- -- ------- --- -/ ---- -------!!
sobu_hasy,1,1,[],[],1362142151895883776,1662012318,2021-02-17,[],[],"---- ----! -- --- --- ------- -------- --- ----- ----- ------- ----. --- --- ----- -- ---- -- --- -------- --- ------- -------, ----- --- ---------, -- ----, -- --- --------- ------ ---, --------------- !!!! --- ------ -- --- -- ---- ---- ----------- ----- --- --------!"
SobelPromotions,0,-1,[],[],1356600971892260867,60397239,2021-02-02,[],[],"------, --------- -------, ---- --- --------- ----------- ----- ------- --- ----- ---- --
----://-------------.---/---------------------------------------------------------------------------------------/"
PlebianScot,-1,-1,[],[],1357157475808600065,847509558897639424,2021-02-04,[],[],"----------- ------ --- --- ---- -- -- -- --- -- ----------- ------- ------- ------ -------- ------? --- -- ------ ------ ------- -- ---- ----- --- - ------- ------ --- ---- ------. 

-----://---.---.--/----------/------------/-----------------------------------------------------------/----------------------------------------------------------------"
KateAndrs,0,1,[],[],1360216138303627265,371726146,2021-02-12,[],[],---------- ------- ------------- ---- ---- ------: --- ------ ---- --- ------- - --------- ----. -----://---.-------------.---/-------------------------------------------------------------------------/
Irunmolenla,0,0,[],[],1362387995295424520,850424129383800832,2021-02-18,[],[],"------ -------- --- -- ----------- ----- ------- --- -------
-----://------------.--------.---/----/--/----------------------------------.---- -----://-.--/----------"
MoonMan253359,-1,-1,[],[],1358103722748903425,886085881,2021-02-06,[],[],"- ---- --.  ----- ------- ---- -- -- ---------- --- --------.  --- ----- - ----- ---- - ---- ------ ---------- ---- --- -.-., ---- ------------- --- ---- ------ -- -------- ------.  
-----://---.-----.---/----/------------------/-----------------------------------------------------------------------------------------------------"
mtlgazette,0,-1,[],[],1362441750636339204,63177215,2021-02-18,[],[],"------ ------- --- --- -------- -----; ------, ---------------- -------- -- ----  -----://---------------.---/----/----------/---------------------------------------------------------------------------------------------------------------?----------=------&----------=-------#-------=---------- -----://-.--/----------"
NorthShoreMAwx,1,1,[],[],1361719696580636674,3258791135,2021-02-16,[],[],"---- ------- ------- ----- --- -------- :)

-----://---------.---------.---/-------------/--------------------/----------------------------------------------------"
dawn_com,0,0,[],[],1359456761061736449,249022032,2021-02-10,[],[],"----: ---- -- --- ------------------ ----- -------?

------ --- ------- -- #----------- ----: ----://----.---/---------/"
Dr_A_Bball,0,0,[],[],1363587411813490691,543938433,2021-02-21,[],[],------- ------- --- ---- ------------- (--%) -- ------/------- -------- --- -----. ---’- -- ------------- -------- -- ----- ------- ----- --- - ------- ------ -- ---- ------ ---- ------ ------ ------- --? -- -- ---- --- ------ -- ------- ---- ----- -- --------- --- -----?
whenigodeaf,0,-1,[],[],1359152423374356490,34063323,2021-02-09,[],[],"-- --- ---’- ---------- -------------, ---- ----. 

-----://---.--------.---/--------/----/------/----/--/--/----------------------------------------------------/----------/"
HeadwaysMatter,-1,-1,[],"['immune', 'foot dragging']",1374072257467842561,821718170,2021-03-22,[],"[(15, 21, 'ADE'), (79, 92, 'ADE')]","----- -------- immune ------- --- ---- -------- ----'-

--- ---'- ------------ foot dragging ------ ---- -- --------- -- ------

-----://---.---.---/--------/---------------------------------------------------------------------------------?--------=---#-----=-----://-.--/----------"
ArizonaMahoney,0,-1,['very sick'],['sick'],1374363794160324608,47540146,2021-03-23,"[(143, 152, 'ADE')]","[(148, 152, 'ADE')]","------------- --------- -’- --- -- ---- --- ----- -- ------- -- --------; -- --- - -- --- ------ ------- --- --- ---- -- ------ -------, - --- very sick --- ----- -- -----.  -- ------- ------ --- -----, ---------- -- -----. ------ ---, -- ----- ------- -----."
yazi2k,0,0,[],[],1367192599673532417,2166100746,2021-03-03,[],[],------- -- ------ -------- ------- -- ------ --- -------- -----://----.--/-------
CaronaHobby,0,0,[],[],1372746052130983941,1298747307907846146,2021-03-19,[],[],"------------- --------------- ------ ---- ---- ---+ -- ------- --- ---- ----- ------ - ---- -- - ----, ~--- (?) -- ------- --- ---- ----- ------ - ---- -- ----"
PalpatineEdward,0,0,[],[],1367525000887074826,947650545564770304,2021-03-04,[],[],"----. ---------....----- -- ---- (----) ---- ----- --- ----, --- ----------- ------ ------- ---- ------ ----'-....-----'- - ------ -- ----....---- #---.  -------------- 

-- --- ----- ----- ------ -- ----------- -------- ------- ----://-.---.---/--/-----/--------?----=--"
JL_Bird,1,1,[],[],1373397331433848832,23912857,2021-03-20,[],[],---------------- ---- ---- --- - ----- -- ------ -------. --- ---- --- -- ----- ------- ------- - ---- -- - -------- ----- ---- --- -’- -- -------- -- --- --. ----- -- ---- ---- - ---- -- --------- ------- -- --------- -------- ---- - -- -- ---- -- ---- ----- ---- -- --- ----- - --- --- ‘----!
TheAtlantic,0,0,[],[],1366933450926784516,35773039,2021-03-03,[],[],"---------- ---------- ------- &---; -------’- -------- -------. ------- ------ --------- ---- -------- ---- ------ --- -------, --- --- -------- ------- &---; ------- ---- -- ------ ---- ------. --- ----- ---- ------- ------ -------, ----------- ----- -- -------. ----://--.-------.--/-------"
PeterCBC,0,0,[],[],1368953391511187458,137422200,2021-03-08,[],[],"---'- ---- -- ---- --- ---- ----- ---- ---- ---- --- --- -------- ------- ---- --- -- --.
-- --- ---- --- --- - ---- ------ ----- ---- ---- --,--- ----- -- ------- --- ------ --------- -- --.
-- --- ---- ---- ----- --'-- ---- ---- ------ ----
-/- #-----------"
Laban1Pilipinas,1,1,[],[],1369196990056128512,3733287196,2021-03-09,[],[],"--- -- ----- ---- -- 
----------- -------
💉 --- --------- ---- --------! -----://-.--/----------"
atulr85,0,0,[],[],1373210696071061507,134764252,2021-03-20,[],[],"----- --: 👇
-------- -- ---- ---------- ------- ----------- ---- #------- ------- #---------

👇
----- --:  ----- ---- ----- -------- --- --------

#--------- #------------

-----://---.-------.---/----------/-------------------------------------------------------------------------------------"
Breaking24Seven,0,0,[],[],1376963695914463236,700264840414285825,2021-03-30,[],[],"💉 -------- ---------- --------- ---- ------ ---- ------ ----- -------- --- ------- ----- -- --- #-------- ------- ------- -------- -- -----.

 ----://--.--/-----------"
Nik49893793,-1,-1,['blood clots'],[],1370444414405865473,1366605253374668802,2021-03-12,"[(23, 34, 'ADE')]",[],‘-------’ -------- --- blood clots- -- ------ ---- ---- --- ----- ----- -- ------ ------- --- --- ------- 😡-----://---.-------.--.--/----/-----/----/--/--------------------------------------------------------------------------------------.----
brent2501,0,0,[],[],1372932653519802380,375452001,2021-03-19,[],[],"------------ ----------- ------------- --- ---- -- --- ----- -- -------- --- --- -- --%, --- ---- -- --------- ----- ----. 
-----://---.------.---/---/-/---.---.--/---/-.-------"
joe31756,0,0,[],[],1377263494114942979,56286860,2021-03-31,[],[],"$---.--- -----------'-
-------- -------.
--- -------'- -------- -------- --- -----, --- --------
--------- ------ ----------"
latestly,0,0,[],[],1374427485891268620,828841083257778176,2021-03-23,[],[],"-------- ----- ----- ----- ---- -- ------- -------- ------- ------- - 
#-------- #-------------- #------ #------------- --------------- 
-----://---.--------.---/--------/-----/-----------------------------------------------------------------------------.----"
JosephHucks,0,0,[],[],1370977506791161858,2241592166,2021-03-14,[],[],"------- -------: -- --- ------- ------ ---- ------? --- --- ------ ----- -- ---?.
-----://---.--------------.---/-----------/-------/--------------------------------------------------------------------------------------------------------.----

--- -----------"
PlymSciencePark,0,1,[],[],1369259691960893440,109595733,2021-03-09,[],[],".------- --- --------- --- ----- ----------- -------- -- --- -- ------- --- --------------- ------- -- --------- ---- --- ----- ----. 

---- ---- - ---- ------- --- ---- -- --------- -- ---- ---- --%, ------ -- --% ----- --- --- ----: -----://----.--/-------

#----- #------------ -----://-.--/----------"
ScienceNotDogma,0,0,[],[],1373723547131023361,1050392630922629121,2021-03-21,[],[],"#-----------------:

--- -----://--.---.---/-------
---- -----://-----.--/-------
-- -----://---.--/-------
----- -----://---.--/-------
------ -----://---.--/-------
----- -----://---.--/-------
--- -----://---.--/-------
--- -----://---.--/-------
---- -----://---.--/------- -----://-.--/----------"
condemavic,0,0,[],[],1367464351502757889,717172928,2021-03-04,[],[],"---- ----------- -- -------- -- ---- (-------/------ --------) ---- ---- -- -- ------- -------? 

------ --- - ------ --- ---- ---- ----- --------- -------- ---- ----- -- - -------- (----- --------) -- -----."
LatestComments,0,-1,[],[],1371886252794974212,3088796493,2021-03-16,[],[],-------- ---- -------: ------- ---- ----------- ----- ----- ... - -----://---.----------------.---/--------------------------------------------------------------------------------/ #---- #-------------- #---------- #------------ -----://-.--/----------
annamelegh,-1,-1,[],[],1371080257848098820,2878166813,2021-03-14,[],[],"-------- ----- - ------ --- --- ----------- ---- ---- ------ ---- -------’- ----- -+-, -- -- ---- ------------. 
------ --- ------ -- --------- ---- --------:
-----://---.----.---/----/-----/--------/-------/-------/--------------------------------------------------------

-------- -- ------- ---- ----------- ------ ---- ------ ---- -- ---------. 

---- -- - -------- --- ----."
JaneRuth_Aceng,1,1,[],[],1369621138683396096,4567685369,2021-03-10,[],[],-------- -- ----- ---- -- --- ----------- -------- ------- ---- ------- -- -- -------- --- #------------------ --------. --- ------- -- ---- --- ---------. -----://-.--/----------
garymacsj,0,0,[],[],1377307217003708420,111099543,2021-03-31,[],[],----- ------- ---- -- ---- -- ------ --- ----------- ----- ------- ---- -----://-------.--/-----------------------------------------------------------------------/
Johnsen1Jon,-1,-1,[],[],1370766518795923464,3947568073,2021-03-13,[],[],"----- -------- --- ------- -- --- ------ -- --- --------'- ------- ----- -----, --- -------- #-----------  ------- ----- ----------- -- -------- ------- ---- -- ---'- ---- - ----- -- --."
ShaunFilling,0,0,[],[],1373068863768760325,1139037959783702529,2021-03-20,[],[],"-------- ----------- --- ----- --- ----- --- ------- -- ---------- ---- ------ ---- - ---- -- ---- --.---------- -------.      -----://---.---.--/----------/------------/----------------------------------------------     ----- -- --- ------ -- ----- -------- --------, ---- -- --- ------ ------ --- ------ --- --------. --- ---------- -- ----- --------"
SirMickW,-1,-1,['#blood clotting'],['clotting'],1383026752008560662,357453472,2021-04-16,"[(29, 44, 'ADE')]","[(36, 44, 'ADE')]","#--- #-------- -----'- ----- #blood clotting ------ ------ -- #----------- #----- #-------, ----------- ----- -------------- ---- - --- ---- - - ---- -- ---- . --- ---- --------- 🌹🙏🏼 -----://---.---.---.--/----/----------/---------------------------------------------------/---------"
robeeaquino,0,-1,"['aches start to hit', 'everything hurts']","['aches', 'hurts']",1384742325700624384,574071574,2021-04-21,"[(96, 114, 'ADE'), (119, 135, 'ADE')]","[(96, 101, 'ADE'), (130, 135, 'ADE')]","-’-- ----- ---- - --- ------- ---- --- --- ------- -------- ------- ---- ---- ----- -- ---- --- aches start to hit --- everything hurts. 

---------, - ---- ---- -- -- --, --------- -------- ----- ------ -- ------ ----: -----://-.--/----------"
BIZKeTPlays,-1,-1,[],['bitchy'],1382762227430608899,1123989174451879937,2021-04-15,[],"[(89, 95, 'ADE')]",------ --- ---- ---- -- ---- ---- ------- -------- ---- -- - ---- --- ------ --- ------- bitchy. - ------ ----- --- --- ---- ------ ---- ---'- --- --- ------ --- -------. ---- - ---- -- --- -- ---- --- ------ ----------- --- ----.
jonovision_man,-1,-1,['blood clots'],[],1378463377442344966,21564683,2021-04-03,"[(109, 120, 'ADE')]",[],"------------- --------- -------------- --, --'- ---. ----- ------ --- ---- ------ -- ---- ---- ---- ----- -- blood clots, --- --% ---- -----.
-- ---- -- -- ------ --- ----------- -- ----- -------------.
-'- ---- -- --------, ------- ---- ---------- ---- --------.
-----://---.---.--/----/------/------------------------------------------------.-------"
Brian_J_Reilly,0,-1,[],[],1379115436403519489,1242746244,2021-04-05,[],[],"---------- ---- ---------- ---------- --- ------- ------------ -- ------ ----------? --------- -- ------------ ---------, --- -------- --------- ----- ---- -- ----, --- ---- ---- ---- ------ -- ----. -----://---.-------.---/----/--/--/--------/------------------------------------------.----"
Xy5Z89,0,-1,[],[],1381279531386998788,1107367240154955777,2021-04-11,[],[],"#-------- ----

🇮🇱#------ #--------- #----------- #-------

""--- ------/-------- -------- ------- -- ---- --------- ------- --- ----- ------- --- -- -------- ---- ------- --- -------- -----, --------- -- - --- “----------” ----- ---- ------""

-----://---.------.---/-----/----------------/----/--/--/-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------/?--=------------"
pongpruk,0,0,[],[],1384060605351399427,457858998,2021-04-19,[],[],"------------   - ----- ---- -- ----  --- ------ ------ ------- --------- --- --- ------- -------- --- ------ -- ---- - -------- ------- -------- -- ---.  -- -------,   ----- -------- ----- ------- -- --------- --- -------- ------- -------- --- --- ------.
 -----://---.---.---/----/------------------------"
hadyba_,0,-1,[],[],1381182720030691329,783109222254817281,2021-04-11,[],[],"------------ ""- ------ -------- ---- -- --- ------- --- ----- -- -------- --% -------- (...) ------- ------- ----------- -------- -- --- ----- - ------ ----- -----------. -------, -- ---- --- ------- ------- ------------ --------- ---- --- ---- ---- ------""
-----://---.------------------------.---/----/------/-------/-----------------------------------------------------------------------------------------/"
ARYNEWSOFFICIAL,0,0,[],[],1385265431162785797,1430793200,2021-04-22,[],[],"-------- -------- -.-- ------- -------- ------- ----- ---- -----
#-------

-----://-------.--/--/------------------------------------/"
MrPyrometer,0,0,[],[],1383373517018652674,15157476,2021-04-17,[],[],--- -------: -------------- -- ----- --- -- ------- &---; -------’- ------- -------- ------- -----://-----------.---/------------------------------------------------------------------------/ --- ---------- ------- --- -- --- -&---;-/------- #--- #--------
CCHSmemphis,1,1,[],[],1384252916463112194,257643068,2021-04-19,[],[],"----- ------- -------- ------ ---- ---- -------- -------! 🏀

------- -------- --------- -- ---- -. ----- --.!

#------------ #--------- #------------ #--------------- -----://-.--/----------"
Davidspoken56,0,-1,[],[],1385949805634113542,55820657,2021-04-24,[],[],--- ---- -- ----- ---- - - -----://---.---------------.---/-------/----/------/----------------------------------------------------------------------------------------------/--------------------------------------- --- ----------------
JulioMShiling,0,0,['blood clots'],[],1382037741219745792,1866073189,2021-04-13,"[(211, 222, 'ADE')]",[],-- ------- ----- --- -&---;- -------- ------- ----- ------- -- ----- -----. -.-. ------ --------- --- ------------ ------- &---; -------’- -------- ------- --- -- ---- ----- -- ------------- -- ---------------- blood clots -- -------- -----://------------------.---/--------/----------------------------------------- - ------ -- --------------
BindassBox,0,0,[],[],1381849501887918081,1196774179971821568,2021-04-13,[],[],"---- -----, ---- ----

----------- ---- ------- -----: --- ----- --- ‘---- --------’, ---- --------; ---- ----- --- -- ------- - ----- -------. ------ ----- ------- -- ---,---,--- ----- ---- -,---,--- ------.

--- -----'- ---- ---------- ---- : -----://---.--/-------

#-------"
WISH_TV,0,0,[],[],1382364418219122690,16285710,2021-04-14,[],[],"-- ---------, --- ------ ------ ------ ------ ---------- ------ - --- -------- ------- ------ -- --- ----'- ---- ----. ------------ --- ---- -----. -----://---.--/-------"
CHCFL,0,1,[],[],1384617298070278144,115490279,2021-04-20,[],[],"🎉 -- --- -------- --- ------- -------- -------- --------, ----- --, ---- - -- - --:-- -- -- --- ------ ------. -- ----------- -- ---------, --- ----- -- -- ---- --- --- -------.

--- - --- --
------, -- -----

#------ #------- #------- #------------ #---------- -----://-.--/----------"
iowabar,0,-1,[],[],1385232488809783299,772799168,2021-04-22,[],[],"----- ---- --- ---- ---------- -- ----------- ----------- ---- -- ------- --------- -- --- ------ -------- -------, --- ---------- --------- -- --- --- ------ --------. ----://--.--/-----------"
omar_quraishi,0,0,[],[],1387722901479071749,64744912,2021-04-29,[],[],"------- ---- --- -- ------- ---- ----- -- --- ------/-------- -------- -------, ------ -------- ---- ------- ----"
terribletara2,0,0,[],[],1379074641910714374,1135634102265233410,2021-04-05,[],[],"- ----- ---- ------ ------- ----- -- -- --- --- ----- -- ---- -- --- --- -----------/------ -------- ------- - ------ ---- ---- 
- -------- --- ----------- -------...💉
---
🤷‍♀️"
nicolescrowley,1,1,[],[],1385964262116450307,469088891,2021-04-24,[],[],"--- - ------ -------- -- -----, --- ----- -- --- - ---- -------- ---- ----- -- --- ------- -------- -------! -----://-.--/----------"
whenpigsflyyy,1,1,[],[],1382627304229150721,20744571,2021-04-15,[],[],---- ---- -------’- ------- --------- -- ------- ------ ---------- --- ------ ----- -----://---.-----------.---/----/--/--/------/-------------------------------------------------------------------------------------/?-----=------- --- ------------
nbcwashington,0,0,[],[],1386130611014938627,14980820,2021-04-25,[],[],--------- --- ----- ------ -------- -- ------- ------ --- ----- -------- --- ------- &---; ------- -------- ------- ---- ----- --------- - ------ -------- ----- -- ------------. ----://------.---/-------
ULPhilly,0,0,['blood clotting'],[],1382025039625740288,299876049,2021-04-13,"[(169, 183, 'ADE')]",[],--- ------------ ---------- -- ------ ------ --- ------ --- --- -- --- ------- &---; ------- ------- --------- - --------- ---- --- -.-. --- --------- ---- --------- -- blood clotting ----- --------- --- ------- &---; ------- -------- -------. -----://---.-----.---/---------------------------------------------------------------------------------------------/
manthatee,1,1,[],[],1379819671587860491,884867927354245120,2021-04-07,[],[],--- -- ----- ---- -- ------ ----- ------- ---- ------- ------
MrDave1822,-1,-1,[],[],1377445818400145408,785970494,2021-04-01,[],[],---------- ---------- -------------- --- -.-- -------- --- --- ------ -- ------- -- ---------. ----- ------- ------- ----- ---- -- ----- -------- -- --- -------- ---- ----. ---- ----- ------ --- -------? ---------- -.-- ---- ---- --- - ---- --- -- --------. ---- - ----. ---- --- ----- --------
999thebay,0,0,[],[],1387460969107017731,1034079346703646720,2021-04-28,[],[],-- --- --- ------- -- --- --- ----------- -------- ------- --- ---- ---- -- ----. -----://---.--/-------
PhillyInquirer,0,0,[],[],1382030272850448387,14221917,2021-04-13,[],[],"--------: ----- --- --- ----------- ------- ------- &---; ------- -------- -----, ------ -- ------ -- ---------- --- --- ---- -- ----- -----, --- ---- ----. -----://----.--/------- -----://-.--/----------"
ChicanoCold,-1,-1,[],[],1386447554838077440,1272765703750397953,2021-04-25,[],[],"---------- ------------- - ---------- ---'- ---- - ------- ---- --- ----- -------, ---, --- ---- ------. -- ------- --- --- --------- ------- -------- --------- -- --- --- ------- (----- - --- -------- -'- - ----------- ---------), --- -------- --- ----- ------- - -- ---- -- --- -------- ------------."
wakeanshake,0,-1,[],[],1382679801157259266,65535533,2021-04-15,[],[],"....---- -------- -- ---- -- - ------- --- ------ --- -------- --- ------------------ ------- --- ---- -- - ------- --- ----- --- --- --- --------------- ----.
""---- ---- ---- ------ --- ------------ -------- --------, ------ ----------- ---""
-----://---.---------------.---/-----/-----------------------------------------------------------------------/"
ccallannews,0,0,[],[],1384158877873106948,1284577389390045185,2021-04-19,[],[],"- ------- ---- ----- ------- ----- ---------- ------- -------- --------, --------- -- ----------. -----://---.-------.---/----/-----------------------------------/"
SK8Wireless,0,0,[],[],1383111482259423235,131551901,2021-04-16,[],[],-------------- ------------ --- --- --- --- ---- -- --- -----... -----://---.------------.---/----/--/--/----------------------------------------------/
gwayathat,1,1,[],['issues with breathing'],1389065730289766400,37753431,2021-05-03,[],"[(90, 111, 'ADE')]",-------------- -- ---- -- ----- -- ---- ------- - --- ----- -- -------- ---- --- ---- --- issues with breathing -----. - --- ------ -----------. --- -- ----- ------- ------- - ---- --- --- - ---- --- ------ ---------. ------- -- --- ---- -- -----------!
RebeccaWeisser,-1,-1,['lost leg'],['lost leg'],1390874386052239360,402478144,2021-05-08,"[(39, 47, 'ADE')]","[(39, 47, 'ADE')]",-- --- ----------- ------- ----? - --- lost leg ----- ----- ----- ----------- -----://---.---------------.--.--/----/--------------------------------------------------/
FinancialXpress,0,-1,[],[],1393475289779425283,50279781,2021-05-15,[],[],"#-------- #------- -- --- ------ ---- --------- ------- -- --- -------.
-----://---.----------------.---/---------/------/----------------------------------------------------------------------------------------------------/-------/"
19_comunidad,0,0,[],[],1399482737711583243,1268569059731353600,2021-05-31,[],[],"--- ---------- -- ----- ---------- ---- ------ --- --- -- --- ------ ------- ------- -------- --- ----------- ------- -- --- -- ----- ---, ----- -- --- ----- ---- -- ---- ---- ---- --- ---- --------- --- ---- ----- -- ------ -- --- -------. -----://-.--/----------"
Alvaro_UNTZ,0,0,[],[],1390739140346535939,2433089773,2021-05-07,[],[],".#--- -------- --------- --- -- #-----’- #--------- #----- -------
-----://---.--/-----"
IvanaMariaB,0,0,[],[],1399364896744149000,3976691836,2021-05-31,[],[],"""----- ------- ----- --- -------- ----- -- ----- ------ -- ----- -- --------- -- -------- ------- --------- --- -- ---- ----- -- - “----- ------” -- ------- --- ------ ---------""

----- --- ----- ----, --'- --! 

-----://---------.---/----/--/---------------------------------------------/"
FOX5Vegas,0,0,[],[],1390494097442549761,21021326,2021-05-07,[],[],"--. ------- -----, ---- ------------ --- --- ------- ------, -- ---------- -------- ------- ----- -- ------ ---- -----, -------- -- ------- ---- ---- ----. ----- --- ---- ---- ------- --------- -- --- ----- -----.  -----://---.---------.---/-----------/---------------------------------------------------------------------------/--------------------------------------------.----"
clamsroll,0,-1,[],[],1395328449636675584,42266389,2021-05-20,[],[],---------------- --- ----- --- -- ----- ---- ---- --- ---------- ------- ----- ------ -----??? ----- ------- -- --- ---- -- -- -----://---.-------.---/-----/------/------------------------------------------------------------------------------------/
worstandten,1,1,[],[],1395033717521985536,2228038262,2021-05-19,[],[],"--- ---- -- ---- ------ ---- ----- -----

---- ----- --- ------ ---- --- - --- --- ----- ------- --- 😎 -----://-.--/----------"
9NewsAUS,0,0,[],[],1392656772201160706,22993014,2021-05-13,[],[],"---------’- ----- ------- ------ --- --- -- -- ------- -- -- ------- -----, ----- --- ---------- -------- - ---- ---- --- -------- -------. ---------- #------ #-----

---- ----: ----://-----.--/----------- -----://-.--/----------"
gwbright,0,0,[],[],1389636156849938434,71530832,2021-05-04,[],[],"--------- ---- -- --- ------ --- -- --- ------?
-----://---.------.--/---------------------------------------------------------------------------"
KTVUGANDA,0,0,[],[],1389265201372008451,840904036555599873,2021-05-03,[],[],"----- ------ -------- --- ----- -------- -- ------'- -------- ------- ---- ------.
---- ---- ---,--- ----- -- --- ------ --- ------- -- ------------'- -- ----- ------------- -------.
#---------- #------- -----://-.--/----------"
JohnTory,0,0,[],[],1391162851226685442,89760824,2021-05-08,[],[],"----------- --- --- -------- ------- -- ---------- -- ---------:

➡️#----------- --------- -- ----- --- -- --- ----- 
➡️#------ --- #------- --------- -- ------ ---------- -- ----- -- --- -----

---- ------------- ---------- ----: -----://--------.-------.--/----------------- -----://-.--/----------"
ScrabbIit,0,0,[],[],1395328908145225734,936858301760815104,2021-05-20,[],[],"#-- : #------ #------------ --- -- ------ -- #------------ --- - #-----

-----://---.-------.---/------------------------------------------------------------------"
ripplo,0,0,[],[],1394785456622026753,187906409,2021-05-18,[],[],"""- ------ ---- ----- -- ------ ---% ----- --- ------ ----.""

-----://---.------.---/-----/----------/----/--/--/---------------------------------------------------------------------------------------------------------/---/"
TSPhockey,1,1,[],[],1389965142989840388,3107524044,2021-05-05,[],[],"--- ------- --- ---------- ------ ------------ --------- ---- -- - -------- -- -------- --- ---------- -------- -- ------- --- ------ -------- -------. ---- ----- ----- - ---- ------ -- ------ ---- ----, --------- ----. ---- ----- ---- --------- ------ ------ ------------. -----://-------.---/----------/------/-------------------"
CovidSupportSA,0,0,[],[],1398315984977641478,1268569616407826433,2021-05-28,[],[],"--- ------'- -------- -- ---- ---- --- ------- — ----- -------- ---------- ----- — ------ --- -- #------- ------- -------. -- --- ---- --- ------, --- --- --- ------ ------, ------- -------. 

-----://---.--------.---/----/--/--/------------------------------------------------------------------------------------------------/"
netski0864,0,-1,[],[],1388616554644922369,843484962179485698,2021-05-01,[],[],"----------- ------: --- ---- -- ------’- -------- ------- ------ ---------- ---------- -- --------, -.-. ----- ---- /--- ------------- -----://---.---------------.---/------/----------------------------------------------------------------------/?----------=--------:+------+-------+/+-----&------------=------+---+-------+-----"
TeamAMDG,0,1,[],[],1397731394067984384,2311849074,2021-05-27,[],[],"""-------’- -------- ------- --- ----- -- -- --------- -- ----------- ---- -----....[----] ---------- --- ------ -- --- -----...""

---- ------- ------- 💙 -----://-------.---/--------------/------/-------------------"
